eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01E+11,2009,8,24,,0,,217,United States,1,North America,California,San Mateo,37.54703,-122.314834,1,0,The bombing took place at Hillsdale High School.,"08/24/2009: On Monday morning, in San Mateo, California, United States, at Hillsdale High School, authorities arrested a 17 year old boy armed with ten pipe bombs, a two foot sword and a chainsaw, after he threw two of the lightened pipe bombs into a hallway near the school library. He intended to kill people with the bombs and slaughter survivors with a chainsaw. No injuries or causalities were reported and minor damage was caused to the building. No group claimed responsibility.",0,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,,A high school was targeted in the attack.,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,1,1,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,"Ten pipe bombs, a two foot sword and a chainsaw was used in the attack.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The explosions caused minor damages to the school building.,0,,,,,,,,,,,,,,,,,"Contra Costa Times,""All Safe After Chaos- Former Student Arrested Still Strapped with Bombs,"" http://infoweb.newsbank.com/iw-search/we/InfoWeb?p_product=NewsBank&p_theme=aggregated5&p_action=doc&p_docid=12A61A118ABAC3E0&p_docnum=225&p_queryname=27 (August 25, 2009).","China View,""Teenager Arrested in U.S. High School Explosion,"" http://news.xinhuanet.com/english/2009-08/25/content_11940803.htm, (June 25, 2009).",,ISVG,-9,-9,0,-9,
2.01E+11,2009,9,4,,0,,217,United States,1,North America,Washington,Everett,47.976575,-122.206419,1,0,"The attack took place at two transmission towers in Everett, Snohomish, Washington, United States.","09/04/2009: On Friday night at about 0330, assailants toppled two radio transmission towers belonging to the sports radio station KRKO with a bulldozer in Everett, Washington, United States, after assailants stole construction equipment from the site. The Earth Liberation Front claimed responsibility for the attack.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,16,Telecommunication,88,Radio,KRKO Radio Station,Two radio transmission towers,217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,1,5,Note left at scene,,,,,,,,11,Sabotage Equipment,,,,,,,,,,,,,,,Unknown weapons were used in the attack.,0,0,0,0,0,0,1,4,Unknown,,Two transmission towers were damaged in the attack.,0,,,,,,,,,,,,,,,,,"Kiro TV, ""Two Radio Transmission Towers Damaged in Assault by Earth Liberation Front in Snohomish, Washington, United States,"" Kiro TV, September 4, 2009.","Associated Press, ""Vandals Bring Down KRKO Towers,"" http://www.radioink.com/Article.asp?id=1486342&spid=24698#Scene_1 (September 4, 2009).",,ISVG,0,1,0,1,
2.01E+11,2009,11,5,,0,,217,United States,1,North America,Texas,Killeen,31.13,-97.78,1,0,"The attack took place at Fort Hood military base in Killeen, Texas, United States.","11/05/2009: On Thursday afternoon at 1330, in Ft. Hood, Texas, United States, Major Nidal Malik Hasan opened fire on fellow soldiers with two pistols semiautomatic capable of firing up to 20 rounds without reloading, killing 13 and wounding 31 others. Military police forces shot the gunman, a military psychiatrist who was soon to be deployed to Iraq, and who was believed to be a recent convert to Islam who had complained he was being harassed by his military colleagues. Sources indicate that the shooting may have started during a graduation ceremony attended by large numbers of young military personnel at the base's Soldier Readiness Center, where soldiers who are about to be deployed or who are returning undergo medical screening. Hasan survived the gunshot wounds and was charged with 13 counts of premeditated murder and 32 counts of attempted premeditated murder. No group claimed responsibility for the attack, and Hasan was sentenced to death in August 2013.",1,1,0,0,,,0,1,0,2,Armed Assault,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,United States Army,Military personnel,217,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,The specific motive for the attack is unknown.,0,,,1,1,1,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Two semiautomatic pistols were used in the attack.,13,13,0,32,31,1,-9,4,Unknown,,It is unknown if the attack caused any property damage.,0,,,,,,,,,,,,,,,,,"Australian, ""Gunman Army Major Malik Nadal Hasan Kills 12 and Injures 31 Soldiers in Massacre at Texas Base Fort Hood,"" http://www.theaustralian.com.au/news/gunman-army-major-hassan-malik-kills-12-and-injures-31-soldiers-in-massacre-at-texas-base-fort-hood/story-e6frg6n6-1225794947581 (November 6, 2009).","MSNBC, ""Gunman Kills Twelve, Wounds Thirty One at Fort Hood,"" http://www.msnbc.msn.com/id/33678801/ns/us_news%20-crime_and_courts (November 5, 2009).","The Washington Post, ""Nidal Hasan sentenced to death for Fort Hood shooting rampage,"" August 28, 2013.",ISVG,-9,-9,0,-9,
2.01E+11,2009,12,25,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,1,0,"The attack occurred on board of Northwest Flight 253 from Amsterdam, Netherlands which was close to the Detroit airport in Michigan.","12/25/2009: On Friday morning, in Detroit, Michigan, United States, as the plane was approaching the destination, a would-be suicide bomber, identified as Umar Farouk Abdulmutallab, a 23-year-old Nigerian national, on board of Northwest Flight 253 from Amsterdam, Netherlands detonated a device that was attached to his body while on the plane. The bomb was a six inch packet of high explosives containing pentaerythritol, Triacetone Triperoxide, other materials and a syringe. The explosives were sewn into his underwear. The assailant was wounded and damage was done to the aircraft. A passenger who tried to put the explosion out was also injured. 290 people in total were on board. No other injuries or casualties were reported. Al Qaeda in the Arabian Peninsula claimed responsibility.",1,1,1,0,,,0,0,1,3,Bombing/Explosion,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),,The target was Northwest Flight 253 from Amsterdam to Detroit.,217,United States,,,,,,,,,,,,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,The specific motive for the attack is unknown.,0,,,0,1,1,1,10,Unknown,,,,,,,,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,"A six inch packet of high explosives containing pentaerythritol, Triacetone Triperoxide, other materials and a syringe was used in the attack.",0,0,0,2,1,1,1,3,Minor (likely < $1 million),,The attack caused an unknown amount of property damage.,0,,,,,,,,,,,,,,,,,"Daily News, “Terror Suspect Umar Farouk Abdulmutallab Faces Twenty Years, Fine For Attack on Flight 253,” http://www.nydailynews.com/news/national/2009/12/26/2009-12-26_terror_suspect_umar_farouk_abdulmutallab_charged_with_trying_to_blow_up_northwes.html (December 26, 2009).","FBIS Report, “Umar Farouk Abdulmutallab Indicted for Attempted Bombing of Flight 253 on Christmas Day,” http://detroit.fbi.gov/dojpressrel/pressrel10/de010610.htm (January 6, 2010).","National Counterterrorism Center, “One Civilian Wounded In IED Attack Over Detroit, Michigan, United States,” Worldwide Incidents Tracking System, April 8, 2010.",ISVG,1,1,0,1,
2.01E+11,2010,2,17,,0,,217,United States,1,North America,Florida,Clearwater,27.9656,-82.799764,1,0,,"02/17/2010: On Wednesday afternoon, in Clearwater, Tampa Bay, Florida, two acid bombs went off at popular restaurants along the water. No injuries were reported. No group claimed responsibility.",0,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,2,Restaurant/Bar/Café,,Restaurants,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,0,-99,0,0,,,,,,,,,,2,Chemical,30,Explosive,,,,,,,,,,,,,Two acid bombs were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Two restaurants were damaged in the attack.,0,,,,,,,,,,,,,,,,,"My Fox Tampa Bay, ""Acid Bombs Planted at Restaurants,"" http://www.myfoxtampabay.com/dpp/news/local/acid-bombs-planted-restaurants-021710 (February 17, 2010.)","St. Petersburg Times, ""Boy's Acid Bomb Separate from Other Attacks,"" LexisNexis Academic, St. Petersburg Times, February 18, 2010.","St. Petersburg Times, ""Camera Catches Trio of Acid Bomb Suspects,"" LexisNexis Academic, St. Petersburg Times, February 18, 2010.",ISVG,-9,-9,0,-9,
2.01E+11,2010,2,18,,0,,217,United States,1,North America,Texas,Austin,30.283581,-97.698654,1,0,,"02/18/2010: On Thursday, in Austin, Texas, United States, Joseph Stack flew his private plane into the Internal Revenue Service building, igniting a fire throughout the seven-story building. He had problems with the IRS in the past and believed ""violence was the only answer."" Stack died on impact. Several workers were wounded and one was killed. The building was destroyed.",1,1,1,0,,,0,1,1,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Internal Revenue Service,The target was the Internal Revenue Service building.,217,United States,,,,,,,,,,,,,,,,,Anti-Government extremists,,,,,,The specific motive for the attack is unknown.,0,,,1,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A private plane was used as a missile in the attack.,2,2,1,15,15,0,1,2,Major (likely >= $1 million but < $1 billion),,The attack severely damaged the building.,0,,,,,,,,,,,,,,,,,"Fox News, ""Pilot Crashers into Texas Building in Apparent Anti-IRS Suicide,"" http://www.foxnews.com/story/0,2933,586581,00.html (February 18, 2010.)","Associated Press, ""Crews Find Body in Building Where Plane Crashed,"" LexisNexis Academic, Associated Press, February 19, 2010.","Xinhua News Agency, ""Austin Small Plance Crash Not Act of Terrorism,"" LexisNexis Academic, Xinhua News Agency, February 18, 2010.",ISVG,-9,-9,0,-9,
2.01E+11,2010,2,25,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The attack took place in a train station in Harlem in New York.,"02/25/2010: On Thursday, at the train station in Harlem, New York City, New York, USA, police arrested Roosevelt Terry, an amputee who planted a bag of small explosives wrapped in shotgun shells, bullets, glue, lug nuts and pens in a waiting area at a station. No group claimed responsibility. There were no reported casualties or damage.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,19,Transportation,100,Train/Train Tracks/Trolley,,The targets were private citizens.,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0,,,1,1,1,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,"An improvised explosive device was used in the attack consisting of a bag of small explosives wrapped in shotgun shells, bullets, glue, lug nuts, and pens.",0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Wall Street Journal, ""Amputee Arrested in Alleged Bomb Attempt,"" http://online.wsj.com/article/SB10001424052748704479404575088111782246950.html?mod=googlenews_wsj (February 25, 2010.)","Wall Street Journal, ""Police Arrest Amputee in Bombing Attempt,"" LexisNexis Academic, Wall Street Journal, February 26, 2010.",,ISVG,-9,-9,0,-9,
2.01E+11,2010,3,4,,0,,217,United States,1,North America,Virginia,Arlington,38.878742,-77.100006,1,0,At the entrance gates to the Pentagon,"3/4/2010: At roughly 6:40 p.m., John Patrick Bedell walked up to the entrance of the Pentagon- in Arlington, Virginia, United States- drew out a gun and fired, wounding two police officers. Bedell was shot and critically wounded.  He later died of his wounds in the hospital.  The two police officers had non-life-threatening injuries and survived.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,2,Government (General),21,Government Building/Facility/Office,United States Government,Pentagon Building,217,United States,,,,,,,,,,,,,,,,,Anti-Government extremists,,,,,,"The specific motive is unknown; however, Bedell had a number of postings and videos on the internet in which he criticized government policies in many different areas and discussed various conspiracy theories.  He made no statement before, or at the time of, the shooting to indicate his exact motivation.",1,,,1,1,1,1,9,Other,,,,,,,0,5,Firearms,3,Handgun,,,,,,,,,,,,,,1,1,1,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,"The mental state of Bedell and his motive for the attack are unclear.  Before the attack occurred, Bedells parents (with whom he was living) had informed authorities that their son was mentally unstable.  Drug use and increasing paranoia greatly concerned Bedell's parents.","Allison Klein, Clarence Williams, and Martin Weil, ""2 officers shot at Pentagon's main entrance; suspect also wounded Motive unclear in Rush hour incident"", The Washington Post, March 5, 2010.","Anahad O'Connor and Ian Urbina, ""Gunman Wounds Two Pentagon Officers in Shootout at Subway Entrance"", The New York Times, March 5, 2010.","Gordon Lubold, ""Col. James Sabow: Pentagon shooter was obsessed with 1991 case; Pentagon shooter John Patrick Bedell was drawn to the 1991 case of Marine Corps Col. James Sabow.  Investigators sais the officer committed suicide, but others- including his brother- are sure he was murdered"", The Christian Science Monitor, March 5, 2010.",UMD Miscellaneous,-9,-9,0,-9,
2.01E+11,2010,4,30,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,"The attack took place at a sheepskin factory in Denver, Colorado, United States of America.","04/30/2010: On Friday night at 0315, in Denver, Colorado, United States of America, assailants set fire to a sheepskin factory and burned it to the ground. This is the second sheepskin factory in Colorado to be burned down. Police arrested one Walter Edmund Bond in connection to the sheepskin factory fire. The Animal Liberation Front claimed responsibility for the incident on the internet blog of BiteBack magazine.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,Sheepskin Factory,A sheepskin factory,217,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),North America,,,,,The specific motive for the attack is to stop the sheepskin business in Colorado.,0,,,0,1,1,1,7,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,An unknown incendiary device was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The attack destroyed a sheepskin factory.,0,,,,,,,,,,,,,,,,,"Animal Liberation Press Office, ""Sheepskin Factory Burned to the Ground,"" http://www.animalliberationpressoffice.org/ (May 25, 2010).","Denver Channel, ""Suspect Arrested In Sheepskin Factory Arson,"" http://www.thedenverchannel.com/news/24370519/detail.html?taf=den (July 24, 2010).","CBS 4 Denver, ""Arrest Made In Sheepskin Factory Fire,"" http://cbs4denver.com/news/sheepskin.fire.arrest.2.1821401.html (July 23, 2010).",ISVG,0,1,0,1,
2.01E+11,2010,5,1,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,"The attempted car-bombing attack occurred in the Times Square area, which is located in New York City, New York, United States. The vehicle was parked on 45th Street, between Seventh and Eighth Avenues.","05/01/2010: On Saturday evening at approximately 1830, in New York City, New York, United States of America, a t-shirt vendor located between 45th Street and Seventh and Eighth Avenues noticed a dark-colored Sport Utility Vehicle (SUV) parked at the curb with its engine running and its hazard lights on. Officer Wayne Rhatigan, a member of the New York Police Department's mounted division, was alerted by the vendor and then approached the vehicle and looked inside, where he spotted a box that was smoking and was able to smell gunpowder. The NYPD Bomb Squad was called to the scene, where they deployed a robotic device to break the SUV's back windows and to observe what was inside the vehicle. In the vehicle, police discovered the following: three 20-gallon propane canisters; two five-gallon cans of gasoline; 40+ consumer-grade M-88 firecrackers that had been placed inside of a 20-ounce metal container that had been wrapped in duct tape; a 55-inch by 32-inch green metal locker that contained eight plastic bags that held a total of approximately 250 pounds of Urea based fertilizer, a metal pressure cooker pot containing wires and an additional 120 M-88 firecrackers. The vehicle, a dark blue 1993 Nissan Pathfinder with tinted windows, had license plates that were registered to a Ford pickup truck that had been taken to a junkyard near Bridgeport, Connecticut some time during the last half of April (license plate: 98C Y09). Additionally, the vehicle identification number (VIN) had been removed from the SUV. No casualties were reported and no group immediately claimed responsibility. However, on 05/02/2010, the Taliban posted a video on YouTube claiming responsibility for the event, saying that it was revenge for the killing of Baitullah Mehsur, Abu Omar al-Baghdadi and Abu Ayyub al-Masri. The group did not make specific mention of the car bomb or New York City, so authorities doubt the authenticity of the Pakistani Taliban's involvement. On 06/22/2010, Faisal Shahzad, admitted all 10 charges against him in connection with a failed car-bomb claiming he was a Muslim soldier and warned the US to leave Muslim lands alone.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,The civilians of New York city,217,United States,,,,,,,,,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,,,,The specific motive for the attack is unknown.,0,,,0,1,1,0,,,,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,The following were intended for the attempted attack; three 20-gallon propane canisters; two five-gallon cans of gasoline; 40+ consumer-grade M-88 firecrackers that had been placed inside of a 20-ounce metal container; a 55-inch by 32-inch green metal locker that contained eight plastic bags that held a total of approximately 250 pounds of Urea based fertilizer and wires.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"New York Times, ""Car Bomb Leads to Evacuation in Times Square,"" New York Times, May 2, 2010, http://query.nytimes.com/gst/fullpage.html?res=980CE2DC123CF931A35756C0A9669D8B63.","Adrian Carrasquillo, ""Pakistani Taliban Claims Responsibility, Reports Claim,"" Fox News, May 10, 2010, http://www.myfoxny.com/dpp/news/local_news/nyc/pakistani-taliban-claims-responsibility-20100502-ac.","BBC Monitoring, ""Profile: Faisal Shahzad,"" BBC Monitoring, June 22, 2010, http://news.bbc.co.uk/go/pr/fr/-/2/hi/americas/8659766.stm.",ISVG,1,1,0,1,
2.01E+11,2010,5,10,,0,,217,United States,1,North America,Florida,Jacksonville,30.33138,-81.655799,1,0,,"5/10/2010: In Jacksonville, Florida, United States a pipe bomb exploded at roughly 6:35 p.m. in a mosque during evening prayers.  Sixty people were inside the building praying, but no one was injured or killed.  There have been no claims of responsibility.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,Mosque,Islamic Center of Northeast Florida,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,The motive behind this attack is unknown and may be considered a hate crime.,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,,There was a small fire and the wall where the bomb was left was blackened.,0,,,,,,,,,,,,,,,,,"""FBI Finds Pipe Bomb Used in Blast at Fla. Mosque"", AOL News, May 12, 2010",,,UMD Miscellaneous,-9,-9,0,-9,
2.01E+11,2010,6,5,,0,,217,United States,1,North America,Utah,Salt Lake City,40.759505,-111.888229,1,0,,"06/05/2010: On Saturday night at about 0315, in Salt Lake City, Utah, United States, the Tandy Leather Factory store, located on 1107 South State Street, was set on fire by Walter Edmund Bond, a member of the Animal Liberation Front (ALF) - North America, who claimed responsibility for the incident on the BiteBack Animal Liberation Front website. The store sustained $20,000 of damage from the arson attack. Bond was later arrested in Glendale, Colorado on 07/24/2010.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Tandy Leather Factor,The Tandy Leather Factory store,217,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),North America,,,,,"According to the claim of responsibility posted to the BiteBack website, the arson attack was carried out ""in defense and retaliation for all the innocent animals that have died cruelly at the hands of human oppressors.""",0,,,0,1,1,1,7,"Posted to website, blog, etc.",,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,An unknown incendiary device was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"The store sustained $20,000 of damage from the arson attack.",0,,,,,,,,,,,,,,,,,"BiteBack, ""Leather Store Damaged by Arson,"" BiteBack, June 11, 2010, http://www.directaction.info/news_jun11_10.htm.","Denver Channel 7, Wayne Harrison, ""Suspect Arrested in Sheepskin Factory Arson,"" http://www.thedenverchannel.com/news/24370519/detail.html?taf=den (July 24, 2010).","National Counterterrorism Center, ""One Store Damaged in Arson by ALF in Salt Lake City, Utah, United States,"" Worldwide Incidents Tracking System, October 26, 2010.",ISVG,0,1,0,1,
2.01E+11,2010,7,7,,1,,217,United States,1,North America,Utah,Sandy,40.564938,-111.839048,1,0,,"07/07/2010: On Wednesday morning at 0800, in Sandy, Utah, United States, a member of the Animal Liberation Front, set a small fire at the Tiburon restaurant, causing about $10,000 in damages but no casualties. The Animal Liberation Front has claimed responsibility for the arson attack.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,2,Restaurant/Bar/Café,,"The Tiburon restaurant in Sandy, Utah was targeted during the arson attack.",217,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),North America,,,,,The specific motive for the attack is unknown.,0,,,0,1,0,1,10,Unknown,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,An unknown incendiary device was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),10000,The attack cause damaged furniture and the structure of the restaurant.,0,,,,,,,,,,,,,,,,,"Animal Liberation Press Office, Marcos Ortiz, Animal Activist Claims Responsibility for Arson, http://www.animalliberationpressoffice.org/Media/Media_10-07-07_tiburonfire_abc4.htmFires (July 07, 2010).","Sheena Mc Farland, Fire at Tiburon Restaurant Likely Set by Arsonist, Salt Lake Tribune, July 02, 2010.",,ISVG,0,1,0,1,
2.01E+11,2010,7,27,,0,,217,United States,1,North America,Oregon,Astoria,46.187884,-123.831253,1,0,,"7/27/2010: A farm was firebombed near Astoria, Oregon, United States.  Members of the Animal Liberation Front (ALF) claimed responsibility for the attack, stating that the farm was an active mink farm; however, authorities state that the farm had been inactive due to previous attacks.  ALF also stated that the attack consisted of ""eight incendiary devices"", which caused damage to vehicles and buildings.  There were no reports of injuries.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,9,Farm/Ranch,Mink Farm,The Ylipelto Mink Farm near Astoria was targeted,217,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,"Specific motive is unknown; however, members of the Animal Liberation Front (ALF) released a statement implying that the farm was still active.",0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,0,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,,,0,,,,,,,,,,,,,,,,"One source implied that the incident may have been perpetrated for insurance purposes; however, the source is less credible.","""Firebombing claimed by animal rights activists"", The World, July 29, 2010","Peter Young, ""Fire & Explosions Rock Former Mink Farm"", Voice of the Voiceless- Journal of the American Liberation Movement, July 28, 2010.",,UMD Miscellaneous,0,1,0,1,
2.01E+11,2010,9,1,,0,,217,United States,1,North America,Maryland,Silver Spring,38.995508,-77.028075,1,0,"The incident occurred at 1 Discovery Place at the corner of Georgia Avenue and Colesville Road in Silver Spring, MD","09/01/2010: James Lee took three hostages, two employees and the security guard, at the Discovery Communications headquarters building in Silver Spring, Maryland in the United States. Lee entered the building at about 1:00pm waving a starter pistol (which was believed to be a gun at the time), with four crude explosive strapped to his body, two were propane cylinders with pipes attached that contained shotgun shells, and the other two were pipe bombs.  Lee also had a second starter pistol on him as he held the hostages for four hours as negotiators spoke with him. Lee was motivated by his disapproval of the Discovery network's television programming and in his manifesto on the internet, he laid out 11 demands for the network to change it's programming to focus on sterilization and infertility of humans rather than showcasing overpopulation, and Lee viewed the shows to be doing little to save the planet. When one hostage tried to run, Lee pointed a pistol at him, at which time Lee was shot to death by police snipers.  All three hostages were freed unharmed and the rest of the 1,900 employees of the building were able to escape unharmed as well.",1,1,1,0,,,0,1,1,5,Hostage Taking (Barricade Incident),,,,,10,Journalists & Media,55,Television Journalist/Staff/Facility,Discovery Communications,Discovery Communications headquarters offices and employees,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"Lee opposed the programming of the Discovery channel, which he felt promoted overpopulation. Instead, he felt that the program should showcase more shows on infertility and sterilization to curb the growth of the human population. Additionally, he felt that shows did little in the way of promoting ways to save the planet.",0,,,1,1,0,0,,,,,,,,,,6,Explosives,13,Suicide (carried bodily by human being),7,Fake Weapons,,,,,,,,,,,"two starter pistols, four IEDs (two propane cylinders strapped to body with pipes holding shotgun shells, and two pipe bombs)",1,1,1,0,0,0,0,,,,,1,3,3,4,0,,,0,,,,,,5,Successful Rescue,3,"Articles disagree as to whether or not an explosive device strapped on Lee actually detonated as he was shot by police, or if it was disarmed afterward. Four more bombs were also found at a residence in Maryland.  In 2008, Lee pled guilty to disorderly conduct for protesting outside the Discovery building.","CNN Staff, ""Gunman at Discovery Channel HQ shot dead, hostages rescued,"" CNN.com, September 1, 2010.","""Gunman's body removed from Discovery building,"" Associated Press Online, September 2, 2010.","""More Bombs Found in Discovery Standoff Case,"" MSNBC.com, September 2, 2010.",UMD Miscellaneous,-9,-9,0,-9,
2.01E+11,2010,10,0,"October 16-17, 2010",0,,217,United States,1,North America,Virginia,Triangle,38.544054,-77.343246,1,0,,"10/16/2010: Shots were fired overnight at the National Museum of the Marine Corps in the town of Triangle, Virginia, United States.  No one was in the building at the time of the attack but the several windows were damaged.  Yonathan Melaku, a Marine Corps reservist, was arrested on June 17, 2011, for an unrelated incident but was charged on June 21, 2011, for the Museum shooting and several other similar attacks in the area, including a second shooting on the National Museum of the Marine Corps, another at the Pentagon, and two at recruiting stations.  Sources report that Melaku was fascinated by Al-Qa ida, but did not claim to be a member of the organization.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,12,NGO,61,Domestic NGO,United States military,National Museum of the Marine Corps,217,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"Specific motive is unknown, but the assailant was fascinated with Al-Qa ida and was video-taped stating ""Allahu Akbar'' (God is great) while shooting at the museum",0,,,1,1,1,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,9 mm shell casings were found on the assailant,0,0,0,0,0,0,1,3,Minor (likely < $1 million),20000,Several windows were hit with bullets,0,,,,,,,,,,,,,,,,"Sources provide different descriptions of the weapon used: one states it was likely a rifle, another states it was a handgun, and the third states it was a semi-automatic weapon.  This is one of a series of attacks (see GTD ID 201010000002, 201010190014, 201010250026, 201011000001).","""Police: Bullet holes discovered in windows at national Marine Corps museum in northern Va.,"" Associated Press, October 19, 2010.","Devlin Barrett, ""FBI charges reservist in Pentagon shootings,"" The Wall Street Journal, June 24, 2011.","Matthew Cella, ""Suspect charged in shootings at military facilities,"" The Washington Times, June 24, 2011.",UMD Miscellaneous,-9,-9,0,-9,
